PROBEID	SYMBOL	logFC	P.Value	adj.P.Val
213552_at	GLCE	-0.759122108	1.37E-06	5.43E-06
208653_s_at	CD164	0.983944488	1.37E-06	5.43E-06
221425_s_at	ISCA1	-0.558182536	1.38E-06	5.44E-06
204040_at	RNF144A	-0.596772104	1.38E-06	5.44E-06
209643_s_at	PLD2	0.243340789	1.38E-06	5.46E-06
241640_at	BCAP29	-0.475067505	1.39E-06	5.48E-06
201127_s_at	ACLY	0.469795767	1.39E-06	5.50E-06
211256_x_at	BTN2A1	0.282024022	1.39E-06	5.50E-06
201498_at	USP7	-0.324998601	1.39E-06	5.50E-06
241972_at	ZNF674-AS1	0.33006367	1.39E-06	5.50E-06
239870_at	SPATS1	-0.168567749	1.39E-06	5.51E-06
202861_at	PER1	0.589278569	1.40E-06	5.53E-06
218254_s_at	SAR1B	0.747272091	1.40E-06	5.53E-06
236539_at	PTPN22	0.236703544	1.40E-06	5.53E-06
203356_at	CAPN7	0.519508137	1.40E-06	5.54E-06
208100_x_at	SEMA6C	-0.225727271	1.41E-06	5.55E-06
243224_at	RBM33-DT	0.275182423	1.41E-06	5.56E-06
1553704_x_at	ZNF791	0.453789016	1.41E-06	5.56E-06
236340_at	RNF32-DT	-0.31891575	1.41E-06	5.57E-06
213458_at	FAM149B1	-0.178245059	1.41E-06	5.57E-06
202727_s_at	IFNGR1	0.629036569	1.41E-06	5.58E-06
236051_at	NHIP	-0.237195264	1.42E-06	5.59E-06
225318_at	NSD3	-0.49159723	1.42E-06	5.60E-06
229145_at	ANAPC16	0.577730639	1.42E-06	5.60E-06
231255_at	MPRIP	-0.247597271	1.42E-06	5.60E-06
39249_at	AQP3	-0.204200136	1.42E-06	5.60E-06
1561391_at	STAU2-AS1	-0.45269624	1.42E-06	5.60E-06
233491_at	RPL26L1-AS1	-0.245767681	1.42E-06	5.62E-06
216330_s_at	POU6F1	-0.238145267	1.43E-06	5.62E-06
1554127_s_at	MSRB3	0.492536587	1.43E-06	5.64E-06
208439_s_at	FCN2	-0.207451207	1.43E-06	5.65E-06
214891_at	FBXO21	-0.255662483	1.44E-06	5.66E-06
1560609_at	CRYZL1	-0.127372348	1.44E-06	5.67E-06
238062_at	GPIHBP1	-0.538367481	1.44E-06	5.67E-06
214298_x_at	SEPTIN6	0.732830424	1.44E-06	5.67E-06
235255_at	ATP6V0A2	0.522419181	1.44E-06	5.67E-06
217301_x_at	RBBP4	0.640504385	1.44E-06	5.68E-06
204949_at	ICAM3	0.667899387	1.44E-06	5.69E-06
210624_s_at	HACL2	0.335159675	1.45E-06	5.70E-06
223006_s_at	TMEM245	-0.473127527	1.45E-06	5.70E-06
1561041_at	TNRC6C	-0.246098587	1.45E-06	5.71E-06
214314_s_at	EIF5B	0.591229435	1.45E-06	5.71E-06
205501_at	PDE10A	-0.906176989	1.45E-06	5.72E-06
210619_s_at	HYAL1	-0.238846318	1.45E-06	5.73E-06
204528_s_at	NAP1L1	0.478410559	1.45E-06	5.73E-06
208771_s_at	LTA4H	0.518075876	1.45E-06	5.73E-06
200624_s_at	MATR3	-0.428897875	1.46E-06	5.73E-06
214678_x_at	ZFX	0.498748033	1.46E-06	5.75E-06
236904_x_at	TECTA	-0.237238969	1.46E-06	5.76E-06
209672_s_at	MIOS	0.389915264	1.47E-06	5.77E-06
207327_at	EYA4	0.819492828	1.47E-06	5.77E-06
206814_at	NGF	-0.300808138	1.47E-06	5.78E-06
219263_at	RNF128	-1.487455854	1.47E-06	5.79E-06
223975_at	TRIM51	-0.199009312	1.47E-06	5.80E-06
211912_at	MERTK	-0.316549768	1.47E-06	5.80E-06
232322_x_at	STARD10	-0.428978359	1.48E-06	5.81E-06
1558233_s_at	ATF1	0.756426502	1.48E-06	5.81E-06
210552_s_at	RALGPS1	-0.272214208	1.48E-06	5.82E-06
217279_x_at	MMP14	0.544348515	1.48E-06	5.82E-06
205999_x_at	CYP3A4	-0.330742598	1.48E-06	5.83E-06
229022_at	ZFX	0.369188459	1.48E-06	5.83E-06
225291_at	PNPT1	0.457483346	1.48E-06	5.84E-06
218319_at	PELI1	0.508124009	1.48E-06	5.84E-06
225129_at	CPNE2	0.697638317	1.49E-06	5.84E-06
206830_at	SLC4A10	-0.111448919	1.49E-06	5.85E-06
231228_at	BCL2L1	-0.203785478	1.49E-06	5.85E-06
1566908_at	STPG3	-0.274751462	1.49E-06	5.87E-06
208431_s_at	TUB	-0.271118095	1.49E-06	5.87E-06
1554943_at	VIL1	0.16509943	1.49E-06	5.87E-06
217599_s_at	MDFIC	0.69065794	1.50E-06	5.89E-06
226738_at	WDR81	0.268268096	1.50E-06	5.90E-06
240557_at	TSC22D2	-0.550769548	1.50E-06	5.90E-06
226195_at	IFT43	0.334457005	1.50E-06	5.90E-06
243195_s_at	ZNF551	0.296572445	1.50E-06	5.90E-06
1555500_s_at	SLC2A4RG	0.426219846	1.50E-06	5.91E-06
223003_at	TRIR	0.288877483	1.50E-06	5.91E-06
204845_s_at	ENPEP	0.833691135	1.51E-06	5.92E-06
1561502_x_at	CTU2	-0.237658981	1.51E-06	5.92E-06
200613_at	AP2M1	-0.440867862	1.51E-06	5.92E-06
217693_x_at	MAGOH2P	0.304030066	1.51E-06	5.92E-06
1555325_s_at	ZNF26	0.446870833	1.51E-06	5.93E-06
213792_s_at	INSR	0.607489016	1.51E-06	5.94E-06
204664_at	ALPP	-0.416162164	1.52E-06	5.95E-06
226291_at	ALS2	-0.351740984	1.52E-06	5.96E-06
225536_at	TMEM54	0.543297062	1.52E-06	5.96E-06
233221_at	DEFB118	-0.297740866	1.52E-06	5.97E-06
205330_at	MN1	-1.024867659	1.52E-06	5.97E-06
218092_s_at	AGFG1	0.548732675	1.52E-06	5.98E-06
232847_at	SALL3	0.878827608	1.52E-06	5.98E-06
228624_at	TMEM144	-1.914245919	1.52E-06	5.98E-06
205733_at	BLM	0.564212607	1.53E-06	5.98E-06
243679_at	JPH3	-0.252945843	1.53E-06	6.00E-06
242825_at	PLPPR5	-0.628081299	1.53E-06	6.00E-06
218417_s_at	SLC48A1	-0.90841523	1.53E-06	6.01E-06
210617_at	PHEX	0.197316082	1.53E-06	6.01E-06
231893_at	KIAA1755	-0.264686418	1.53E-06	6.02E-06
219624_at	BAG4	-0.343899559	1.53E-06	6.02E-06
203786_s_at	TPD52L1	-1.189846221	1.54E-06	6.02E-06
1555252_a_at	TRPM3	-0.41763415	1.54E-06	6.04E-06
1552612_at	CDC42SE2	-0.588243472	1.54E-06	6.04E-06
202184_s_at	NUP133	0.428038745	1.54E-06	6.04E-06
241601_at	WIPF3	-0.361688782	1.54E-06	6.04E-06
228622_s_at	DNAJC4	0.400952873	1.54E-06	6.05E-06
201919_at	SLC25A36	-0.298434032	1.54E-06	6.06E-06
222012_at	DCAF15	-0.233515515	1.55E-06	6.06E-06
1552736_a_at	NETO1	-0.990624559	1.55E-06	6.07E-06
1557991_at	METTL6	0.207328384	1.55E-06	6.09E-06
207688_s_at	INHBC	0.666648002	1.56E-06	6.12E-06
215512_at	MARCHF6	0.536076534	1.56E-06	6.12E-06
1552809_at	RFX4	0.35995315	1.56E-06	6.12E-06
205404_at	HSD11B1	-0.646048475	1.57E-06	6.15E-06
240919_at	SNRPF-DT	-0.249088772	1.57E-06	6.16E-06
225474_at	MAGI1	-0.573561292	1.57E-06	6.17E-06
212303_x_at	KHSRP	0.486626458	1.58E-06	6.18E-06
216100_s_at	TOR1AIP1	0.75440756	1.58E-06	6.19E-06
223613_at	UQCR11	-0.233322593	1.58E-06	6.20E-06
227608_at	DAP3	-0.233150029	1.58E-06	6.20E-06
212744_at	BBS4	0.350709931	1.58E-06	6.20E-06
224432_at	SH3GLB2	-0.229288545	1.59E-06	6.21E-06
210211_s_at	HSP90AA1	-0.350604027	1.59E-06	6.21E-06
237867_s_at	PID1	-0.291737188	1.59E-06	6.21E-06
1569503_at	HEATR5B	0.277121506	1.59E-06	6.21E-06
244589_at	LINC02624	-0.204800753	1.59E-06	6.23E-06
212601_at	ZZEF1	0.320287091	1.60E-06	6.25E-06
229273_at	SALL1	1.099929835	1.60E-06	6.25E-06
209573_s_at	LDLRAD4	-0.352879471	1.60E-06	6.25E-06
202779_s_at	UBE2S	0.7254949	1.60E-06	6.26E-06
233587_s_at	SIPA1L2	0.490273428	1.60E-06	6.26E-06
232201_at	NKD2	-0.332437634	1.60E-06	6.26E-06
222139_at	ERV3-2	0.36003074	1.60E-06	6.27E-06
204903_x_at	ATG4B	0.226981171	1.61E-06	6.28E-06
221542_s_at	ERLIN2	0.518376373	1.61E-06	6.28E-06
213477_x_at	EEF1A1	0.14627036	1.61E-06	6.28E-06
239219_at	AURKB	0.280302609	1.61E-06	6.28E-06
234381_at	IGLV4-3	-0.237572039	1.61E-06	6.29E-06
1555368_x_at	ZNF479	-0.301425173	1.61E-06	6.30E-06
206082_at	HCP5	0.436193578	1.61E-06	6.30E-06
226578_s_at	DUSP1	-0.240344044	1.61E-06	6.31E-06
224500_s_at	MON1A	-0.227600063	1.62E-06	6.32E-06
214675_at	NUP188	0.257769807	1.62E-06	6.32E-06
228741_s_at	HCN3	-0.309770224	1.62E-06	6.32E-06
225250_at	STIM2	0.522037131	1.62E-06	6.32E-06
209649_at	STAM2	0.503853935	1.62E-06	6.32E-06
216502_at	ISG20L2	-0.403591193	1.62E-06	6.33E-06
202240_at	PLK1	0.450626696	1.62E-06	6.33E-06
225141_at	NFATC3	0.240907379	1.63E-06	6.35E-06
203147_s_at	TRIM14	0.378883572	1.63E-06	6.36E-06
215616_s_at	KDM4B	0.255312947	1.63E-06	6.36E-06
206852_at	EPHA7	-0.46050771	1.63E-06	6.36E-06
222767_s_at	SPRING1	0.308894563	1.63E-06	6.37E-06
222645_s_at	KCTD5	0.567960158	1.64E-06	6.39E-06
221135_s_at	ASTE1	0.371238501	1.64E-06	6.41E-06
209382_at	POLR3C	0.363899952	1.65E-06	6.44E-06
1555579_s_at	PTPRM	-0.812038586	1.65E-06	6.45E-06
225431_x_at	PM20D2	0.443385369	1.66E-06	6.46E-06
215015_at	BICDL1	-0.206863497	1.66E-06	6.47E-06
1560679_at	LINC01127	0.241387583	1.66E-06	6.47E-06
220007_at	METTL8	0.360530213	1.66E-06	6.48E-06
202641_at	ARL3	-0.457432906	1.66E-06	6.49E-06
222129_at	RETREG2	0.413815653	1.66E-06	6.49E-06
221490_at	UBAP1	-0.245453356	1.66E-06	6.49E-06
205162_at	ERCC8	0.313408554	1.67E-06	6.50E-06
1569339_s_at	PAPLN-AS1	-0.250018643	1.67E-06	6.51E-06
235403_at	PIRC66	-0.24350202	1.67E-06	6.53E-06
222606_at	ZWILCH	0.619958781	1.68E-06	6.53E-06
219189_at	FBXL6	0.314326068	1.68E-06	6.54E-06
212212_s_at	INTS1	0.367326248	1.68E-06	6.54E-06
201113_at	TUFM	0.437003012	1.68E-06	6.54E-06
241700_at	ZFHX4	0.612568664	1.68E-06	6.55E-06
229802_at	CCN4	1.626309335	1.68E-06	6.56E-06
242230_at	ATXN1	0.458085369	1.68E-06	6.57E-06
218930_s_at	TMEM106B	0.652834261	1.69E-06	6.57E-06
1556606_at	NAV2	0.726219942	1.69E-06	6.57E-06
1556037_s_at	HHIP	-0.625175308	1.69E-06	6.57E-06
222532_at	SRPRB	0.587875662	1.69E-06	6.57E-06
203426_s_at	IGFBP5	0.694366512	1.69E-06	6.57E-06
205642_at	CNTRL	0.395932682	1.69E-06	6.57E-06
1554228_a_at	BAALC-AS2	0.461664249	1.69E-06	6.57E-06
204747_at	IFIT3	0.678512314	1.69E-06	6.57E-06
229438_at	FAM20C	0.617247718	1.69E-06	6.57E-06
222831_at	SAP30L	-0.485604642	1.69E-06	6.58E-06
239071_at	RBBP4	0.48572729	1.69E-06	6.58E-06
1557065_at	YLPM1	-0.355361651	1.69E-06	6.59E-06
215259_s_at	CADM4	0.688454424	1.69E-06	6.59E-06
228888_at	STAC2	-0.378749169	1.69E-06	6.59E-06
241164_at	CHCHD3	0.302899276	1.70E-06	6.60E-06
205020_s_at	ARL4A	0.733155226	1.70E-06	6.61E-06
223556_at	HELLS	0.593015602	1.70E-06	6.61E-06
223417_at	RAD18	0.209582298	1.70E-06	6.61E-06
216024_at	DNM2	-0.226286695	1.70E-06	6.62E-06
234683_at	KRTAP4-6	-0.28611441	1.71E-06	6.64E-06
212439_at	IP6K1	-0.298045154	1.71E-06	6.65E-06
243238_at	PYGB	-0.291952899	1.71E-06	6.66E-06
58696_at	EXOSC4	0.341592655	1.71E-06	6.67E-06
208997_s_at	UCP2	0.599178809	1.72E-06	6.67E-06
236841_at	WASHC1	0.940535601	1.72E-06	6.69E-06
207961_x_at	MYH11	-0.375700909	1.72E-06	6.69E-06
225984_at	PRKAA1	0.471964367	1.72E-06	6.69E-06
206629_at	ADAMTSL2	-0.312879742	1.72E-06	6.70E-06
226954_at	UBE2R2	-0.366750026	1.73E-06	6.72E-06
236939_at	HACD4	-0.224015902	1.73E-06	6.74E-06
221927_s_at	ABHD11	0.35261536	1.74E-06	6.75E-06
204933_s_at	TNFRSF11B	0.640910998	1.74E-06	6.76E-06
215305_at	PDGFRA	0.283189064	1.74E-06	6.76E-06
202250_s_at	DCAF8	-0.382274391	1.74E-06	6.76E-06
217503_at	STK17B	0.314231715	1.74E-06	6.77E-06
207829_s_at	BNIP1	0.294744912	1.74E-06	6.78E-06
219862_s_at	NARF	0.361680604	1.74E-06	6.78E-06
231149_s_at	ULK4	0.402844946	1.75E-06	6.78E-06
214877_at	CDKAL1	0.439688246	1.75E-06	6.78E-06
235101_at	FNBP4	0.490521285	1.75E-06	6.79E-06
222071_s_at	SLCO4C1	-0.123048462	1.75E-06	6.80E-06
223664_x_at	BCL2L13	0.249524121	1.75E-06	6.81E-06
224618_at	PTBP3	0.473066382	1.75E-06	6.81E-06
204566_at	PPM1D	0.855420272	1.76E-06	6.83E-06
217167_x_at	GK	0.329173595	1.76E-06	6.83E-06
212504_at	DIP2C	-0.560089112	1.76E-06	6.84E-06
210171_s_at	CREM	-0.128943184	1.77E-06	6.86E-06
215114_at	SENP3	0.247196687	1.77E-06	6.87E-06
225525_at	KIAA1671	-0.549723593	1.77E-06	6.88E-06
230968_at	HDAC9	-0.554754499	1.77E-06	6.89E-06
204834_at	FGL2	0.846410228	1.78E-06	6.92E-06
230370_x_at	STYXL1	0.560768695	1.78E-06	6.93E-06
235140_at	SHROOM1	-0.276492077	1.79E-06	6.95E-06
1552306_at	ALG10	0.202608145	1.79E-06	6.95E-06
225426_at	PPP6C	-0.545131652	1.79E-06	6.96E-06
210117_at	SPAG1	0.812350014	1.79E-06	6.96E-06
207621_s_at	PEMT	0.3770594	1.79E-06	6.96E-06
206563_s_at	OPRL1	-0.21256159	1.80E-06	6.97E-06
202565_s_at	SVIL	0.995476902	1.80E-06	6.97E-06
225055_at	LINC00674	0.528159335	1.80E-06	6.98E-06
235112_at	KIAA1958	0.86819884	1.80E-06	6.98E-06
1556374_s_at	TTC7B-AS2	-0.314958306	1.80E-06	6.98E-06
206406_at	SMCP	-0.275344185	1.80E-06	6.99E-06
1569876_at	EFCAB13	0.135693548	1.80E-06	6.99E-06
219755_at	CBX8	0.231054561	1.80E-06	7.00E-06
202088_at	SLC39A6	0.698587826	1.81E-06	7.00E-06
240318_at	AFMID	-0.240843763	1.81E-06	7.01E-06
235992_s_at	CYB5RL	-0.220057429	1.81E-06	7.01E-06
212360_at	AMPD2	-0.361647701	1.81E-06	7.01E-06
229381_at	SRARP	-0.262926757	1.81E-06	7.02E-06
202127_at	PRP4K	0.649066596	1.81E-06	7.02E-06
229560_at	TLR8	0.798251678	1.81E-06	7.03E-06
218936_s_at	CCDC59	0.627907648	1.82E-06	7.04E-06
239740_at	ETV6	0.647838571	1.82E-06	7.06E-06
239776_at	TMEM232	-0.24966852	1.83E-06	7.09E-06
223510_at	NRP2	0.381830971	1.83E-06	7.09E-06
202441_at	ERLIN1	0.449468031	1.84E-06	7.11E-06
206073_at	COLQ	-0.261122469	1.84E-06	7.13E-06
218532_s_at	RETREG1	-0.856923207	1.84E-06	7.13E-06
222146_s_at	TCF4	0.451991023	1.84E-06	7.13E-06
219384_s_at	ADAT1	0.476377907	1.85E-06	7.15E-06
200996_at	ACTR3	0.523224428	1.85E-06	7.16E-06
201950_x_at	CAPZB	0.335819096	1.85E-06	7.16E-06
231479_at	TTC33	-0.224463412	1.86E-06	7.19E-06
1552898_a_at	KCNG3	-0.194082079	1.86E-06	7.22E-06
229014_at	NR2F1-AS1	-0.382573222	1.87E-06	7.23E-06
233184_at	EPHA6	-0.2482104	1.87E-06	7.23E-06
200993_at	IPO7	0.413641636	1.87E-06	7.23E-06
46270_at	UBAP1	-0.354796261	1.87E-06	7.24E-06
208033_s_at	ZFHX3	0.524765664	1.87E-06	7.25E-06
218752_at	ZMAT5	0.235026439	1.88E-06	7.27E-06
218405_at	ABT1	0.231079368	1.88E-06	7.29E-06
219540_at	ZNF267	0.473283903	1.89E-06	7.29E-06
207363_at	RS1	-0.242576931	1.89E-06	7.31E-06
231178_at	SPATA4	-0.182070095	1.89E-06	7.31E-06
206551_x_at	KLHL24	0.342471612	1.89E-06	7.32E-06
235709_at	GAS2L3	0.609566202	1.89E-06	7.32E-06
208496_x_at	H3C8	0.284773927	1.89E-06	7.32E-06
207408_at	SLC22A14	-0.224053708	1.90E-06	7.33E-06
1568604_a_at	CADPS	-1.058882237	1.90E-06	7.36E-06
212488_at	COL5A1	1.26549808	1.91E-06	7.36E-06
201984_s_at	EGFR	1.64387546	1.91E-06	7.37E-06
215051_x_at	AIF1	0.738072377	1.91E-06	7.37E-06
1562215_at	GPR149	-0.21536867	1.91E-06	7.37E-06
225775_at	TSPAN33	0.376301892	1.91E-06	7.38E-06
212240_s_at	PIK3R1	-0.67641631	1.92E-06	7.43E-06
206892_at	AMHR2	-0.288817851	1.93E-06	7.46E-06
225848_at	ZNF746	0.315400772	1.93E-06	7.47E-06
220183_s_at	NUDT6	0.415849843	1.93E-06	7.47E-06
221655_x_at	EPS8L1	-0.222090393	1.94E-06	7.48E-06
1569450_at	CAPZA2	0.209133218	1.94E-06	7.48E-06
1564190_x_at	ZNF519	-0.382548923	1.94E-06	7.48E-06
243761_at	CLDN12	0.194224291	1.94E-06	7.49E-06
239717_at	CHRNA10	-0.259545801	1.94E-06	7.49E-06
226312_at	RICTOR	-0.550746647	1.94E-06	7.50E-06
222191_s_at	B4GALT7	0.332637564	1.95E-06	7.53E-06
207541_s_at	EXOSC10	0.492209735	1.95E-06	7.53E-06
212922_s_at	SMYD2	-0.682578329	1.95E-06	7.53E-06
208736_at	ARPC3	0.498640307	1.95E-06	7.53E-06
241364_at	MACO1	-0.504185217	1.95E-06	7.54E-06
221949_at	UBE2D4	0.426618079	1.95E-06	7.54E-06
228697_at	HINT3	-0.955289087	1.95E-06	7.54E-06
214109_at	LRBA	0.407666573	1.96E-06	7.55E-06
223298_s_at	NT5C3A	0.451842939	1.96E-06	7.55E-06
238323_at	TEAD2	0.58510267	1.96E-06	7.55E-06
207043_s_at	SLC6A9	0.85740075	1.96E-06	7.56E-06
1561347_a_at	LOC101927166	-0.136392169	1.96E-06	7.56E-06
211162_x_at	SCD	-0.891820684	1.96E-06	7.56E-06
205806_at	ROM1	0.504482961	1.96E-06	7.56E-06
231058_at	FXYD4	-0.185522026	1.97E-06	7.58E-06
215905_s_at	SNRNP40	0.391584456	1.97E-06	7.58E-06
1559585_at	DDX60L	0.522494865	1.97E-06	7.59E-06
209811_at	CASP2	0.558428031	1.97E-06	7.59E-06
204187_at	GMPR	0.673572122	1.97E-06	7.59E-06
205538_at	CORO2A	-0.176955477	1.97E-06	7.59E-06
224905_at	WDR26	0.351754294	1.98E-06	7.62E-06
207610_s_at	ADGRE2	0.519713957	1.98E-06	7.64E-06
236046_at	CCDC127	-0.474226674	1.99E-06	7.66E-06
202637_s_at	ICAM1	0.560461783	1.99E-06	7.67E-06
219923_at	TRIM45	0.367799804	1.99E-06	7.67E-06
1559409_a_at	CC2D2A	0.271339498	1.99E-06	7.67E-06
1569030_s_at	NUB1	0.467815959	1.99E-06	7.68E-06
210307_s_at	KLHL25	0.375082461	2.00E-06	7.69E-06
222550_at	ARMC1	-0.358502118	2.00E-06	7.69E-06
223351_at	MTNAP1	0.357242567	2.00E-06	7.70E-06
210234_at	GRM4	-0.262474782	2.00E-06	7.70E-06
229687_s_at	PRDM11	-0.549305444	2.00E-06	7.71E-06
32259_at	EZH1	-0.520996771	2.00E-06	7.72E-06
227737_at	SRPRB	0.253049972	2.01E-06	7.72E-06
210089_s_at	LAMA4	0.498956839	2.01E-06	7.73E-06
218660_at	DYSF	-0.596678486	2.01E-06	7.73E-06
212239_at	PIK3R1	-0.507568029	2.01E-06	7.74E-06
201062_at	STOM	0.121410158	2.01E-06	7.74E-06
1559544_s_at	RB1-DT	-0.248503444	2.02E-06	7.77E-06
220398_at	GNPTAB	-0.192705218	2.02E-06	7.77E-06
215111_s_at	TSC22D1	-0.659405581	2.02E-06	7.78E-06
244509_at	GPR155	-0.304220099	2.02E-06	7.78E-06
213501_at	ACOX1	0.542654646	2.02E-06	7.78E-06
202948_at	IL1R1	1.222382595	2.02E-06	7.79E-06
211542_x_at	RPS10	0.311837496	2.03E-06	7.80E-06
222311_s_at	SCAF4	0.455913117	2.03E-06	7.80E-06
212188_at	KCTD12	0.882673309	2.03E-06	7.81E-06
214741_at	ZNF131	0.569627612	2.04E-06	7.84E-06
202463_s_at	MBD3	0.284161147	2.04E-06	7.84E-06
226581_at	RBSN	-0.436083321	2.04E-06	7.84E-06
244052_at	CBR4	0.497159563	2.04E-06	7.84E-06
202361_at	SEC24C	0.324533913	2.04E-06	7.86E-06
232028_at	ZNF678	0.910873478	2.05E-06	7.88E-06
218144_s_at	INF2	-0.412789468	2.05E-06	7.89E-06
214257_s_at	SEC22B	0.353990169	2.06E-06	7.91E-06
222383_s_at	ALOXE3	-0.339008212	2.06E-06	7.92E-06
200766_at	CTSD	0.790055464	2.06E-06	7.92E-06
217024_x_at	SIRPA	-0.436083195	2.06E-06	7.93E-06
207956_x_at	PDS5B	-0.48515166	2.07E-06	7.93E-06
201005_at	CD9	1.038633011	2.07E-06	7.94E-06
243084_at	CALD1	0.526208878	2.07E-06	7.94E-06
236833_at	TTC16	-0.208743779	2.07E-06	7.94E-06
233675_s_at	TPTE2P6	-0.259001625	2.07E-06	7.94E-06
204799_at	ZBED4	0.549600991	2.07E-06	7.95E-06
226255_at	ZBTB33	0.359710387	2.07E-06	7.96E-06
243000_at	CDK6	0.74047776	2.07E-06	7.96E-06
205027_s_at	MAP3K8	0.873611849	2.07E-06	7.96E-06
212364_at	MYO1B	0.904543934	2.07E-06	7.96E-06
1316_at	THRA	-0.205319883	2.07E-06	7.96E-06
210105_s_at	FYN	0.391776255	2.08E-06	7.98E-06
224203_at	SUFU	-0.393901083	2.08E-06	8.00E-06
206699_x_at	NPAS1	-0.27194881	2.09E-06	8.01E-06
222782_s_at	GMIP	0.165596571	2.09E-06	8.03E-06
202862_at	FAH	0.578672678	2.09E-06	8.03E-06
243594_x_at	SPIRE2	-0.329059484	2.10E-06	8.04E-06
201577_at	NME1	0.514964977	2.10E-06	8.07E-06
228805_at	SIMC1	-0.745160104	2.11E-06	8.08E-06
243985_at	GTF2A2	0.465103919	2.11E-06	8.09E-06
203649_s_at	PLA2G2A	1.455976614	2.11E-06	8.10E-06
235801_at	TUSC3	-0.86559632	2.11E-06	8.10E-06
235714_at	GANC	0.308595355	2.11E-06	8.11E-06
224904_at	PDPR	0.468034297	2.12E-06	8.11E-06
212544_at	ZNHIT3	-0.511922912	2.12E-06	8.13E-06
238790_at	LOC374443	0.29182564	2.12E-06	8.13E-06
213660_s_at	TOP3B	0.305675863	2.12E-06	8.13E-06
206359_at	SOCS3	0.802115901	2.12E-06	8.14E-06
214199_at	SFTPD	-0.265231785	2.13E-06	8.15E-06
211591_s_at	PDE4A	-0.201981789	2.13E-06	8.15E-06
1555756_a_at	CLEC7A	1.173390336	2.13E-06	8.17E-06
237913_at	LOC105372695	-0.289888609	2.13E-06	8.17E-06
227269_s_at	RAB40C	-0.194970239	2.13E-06	8.18E-06
223238_s_at	PBRM1	0.484486889	2.14E-06	8.19E-06
235696_at	LOC105379362	0.778781506	2.14E-06	8.19E-06
243608_at	COG2	0.312066706	2.15E-06	8.22E-06
202879_s_at	CYTH1	-0.281826367	2.15E-06	8.23E-06
224617_at	PTBP3	0.528231301	2.15E-06	8.25E-06
1553630_at	CABCOCO1	-0.242763597	2.15E-06	8.25E-06
50400_at	PAOX	-0.363050505	2.15E-06	8.25E-06
230283_at	NEURL2	0.5319442	2.16E-06	8.26E-06
224027_at	CCL28	-0.220244766	2.16E-06	8.26E-06
224688_at	TMEM248	0.469851417	2.16E-06	8.28E-06
206383_s_at	G3BP2	-0.592694391	2.16E-06	8.28E-06
239300_at	PIK3C3	-0.592932292	2.16E-06	8.28E-06
48659_at	MIIP	0.254612843	2.17E-06	8.29E-06
221889_at	KCTD13	-0.523828051	2.17E-06	8.29E-06
1552977_a_at	CNPY3	0.657144916	2.17E-06	8.31E-06
230241_at	TOR1AIP2	0.37338379	2.18E-06	8.34E-06
221189_s_at	TARS2	0.257365153	2.18E-06	8.34E-06
235307_at	LMTK2	-0.136910894	2.18E-06	8.35E-06
219673_at	MCM9	0.496402071	2.18E-06	8.35E-06
226552_at	IER5L	0.703452338	2.18E-06	8.36E-06
1554806_a_at	FBXO8	0.586183677	2.18E-06	8.36E-06
234001_s_at	ARFGAP1	0.30748082	2.19E-06	8.36E-06
224628_at	ERLEC1	-0.394293904	2.19E-06	8.36E-06
219359_at	PGGHG	0.558925173	2.19E-06	8.38E-06
1555848_at	RBM18	-0.258857634	2.19E-06	8.38E-06
235290_at	ZNF782	0.382412238	2.19E-06	8.38E-06
204494_s_at	C15orf39	0.282729537	2.19E-06	8.38E-06
227562_at	LAMTOR3	-0.639955525	2.20E-06	8.41E-06
216881_x_at	PRB4	-0.289118455	2.20E-06	8.42E-06
1559355_at	NXPH2	-0.31195325	2.21E-06	8.45E-06
240259_at	FLRT2	-0.480829857	2.21E-06	8.45E-06
224443_at	LINC00467	0.504566275	2.21E-06	8.46E-06
224732_at	CHTF8	0.204823909	2.21E-06	8.46E-06
1553685_s_at	SP1	0.476700256	2.22E-06	8.47E-06
212837_at	ABRAXAS2	-0.253975151	2.22E-06	8.47E-06
234905_at	GNAO1-AS1	-0.304067441	2.22E-06	8.47E-06
228290_at	KIZ	0.378208825	2.22E-06	8.48E-06
1553442_a_at	CNTNAP4	-0.890296933	2.22E-06	8.49E-06
242111_at	METTL3	0.436149261	2.22E-06	8.50E-06
242745_at	CASR	-0.190459091	2.23E-06	8.52E-06
228280_at	ZC3HAV1L	1.161355041	2.23E-06	8.53E-06
1557693_at	SMC5-DT	-0.212917164	2.23E-06	8.53E-06
224954_at	SHMT1	0.232380835	2.24E-06	8.54E-06
221509_at	DENR	0.492455181	2.24E-06	8.54E-06
219338_s_at	LRRC49	-0.510122033	2.24E-06	8.55E-06
217669_s_at	AKAP6	-0.250149733	2.24E-06	8.56E-06
226104_at	RNF170	-0.391703819	2.24E-06	8.56E-06
1565638_at	PMP22	0.298998377	2.24E-06	8.56E-06
210845_s_at	PLAUR	0.68663653	2.24E-06	8.57E-06
217961_at	SLC25A38	0.338875337	2.24E-06	8.57E-06
220095_at	CNTLN	0.438407827	2.25E-06	8.60E-06
224040_at	TTTY5	-0.274467981	2.26E-06	8.62E-06
228955_at	LRP8	-0.711950845	2.26E-06	8.63E-06
204917_s_at	MLLT3	-0.533636786	2.27E-06	8.64E-06
222714_s_at	LACTB2	0.754920928	2.27E-06	8.65E-06
